game_version,data_channel,captured_at,id,name,name_en,color,type,rarity,cost,rank,expert_summary,good_when,bad_when,source_timestamp,source_name,source_type,prior_score,confidence,codex_score,picks,win_rate,expert_score,expert_evidence,mechanic_tags,expert_sources
v0.107.1,stable,2026-09-07T12:01:05.113Z,ROCKET_PUNCH,火箭飞拳,Rocket Punch,defect,攻击,罕见,2,B,同版本社区数据给出的基础档位为 B。主要价值是13 点总伤害、抽 1 张牌、生成额外资源；收益依赖触发条件，条件不成立时容易成为低效抽牌。,第一章或当前牌组缺少前置伤害时|牌组需要加速循环、寻找核心牌时,牌组无法稳定满足其触发条件时|抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,74,medium,74,12161,43.8,,0,damage|draw|generate|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MACHINE_LEARNING,机器学习,Machine Learning,defect,能力,稀有,1,A,同版本社区数据给出的基础档位为 A。主要价值是抽 1 张牌；打出当回合缺少直接攻防，短战需要权衡启动损失。,牌组需要加速循环、寻找核心牌时,短战压力高、打出当回合必须立刻攻防时|抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,89,medium,89,14431,48.5,,0,draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FOCUSED_STRIKE,集中打击,Focused Strike,defect,攻击,普通,1,F,同版本社区数据给出的基础档位为 F。主要价值是9 点总伤害、提供长线成长。,即将面对精英、Boss 或其他长战时,当前更需要立即解决走廊战而不是长线成长时,,Spire Codex community data,community-data+synthesis,24,medium,24,20393,28.8,,0,damage|scaling,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FUSION,聚变,Fusion,defect,技能,罕见,1,D,同版本社区数据给出的基础档位为 D。主要价值是生成额外资源。,已有消耗触发收益或需要战中压缩牌组时|当前充能球类型和槽位支持该效果时,长战需要重复使用它且没有回收手段时|球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,44,medium,44,14889,35,,0,exhaust|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,NULL,空值,Null,defect,攻击,罕见,2,C,同版本社区数据给出的基础档位为 C。主要价值是10 点总伤害、提供弱化或控制、生成额外资源。,第一章或当前牌组缺少前置伤害时|敌人关键回合可被虚弱、易伤或降力量缓解时|当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,51,medium,51,12421,37,,0,damage|control|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SKIM,快速检索,Skim,defect,技能,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是抽 3 张牌。,牌组需要加速循环、寻找核心牌时,抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,78,medium,78,14504,45.2,,0,draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,CAPACITOR,扩容,Capacitor,defect,能力,罕见,1,D,同版本社区数据给出的基础档位为 D。效果重点是“获得2个充能球栏位。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,46,medium,46,31233,35.6,,0,orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,STORM,雷暴,Storm,defect,能力,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是生成额外资源；收益依赖触发条件，条件不成立时容易成为低效抽牌。,当前充能球类型和槽位支持该效果时,牌组无法稳定满足其触发条件时|球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,59,medium,59,20454,39.5,,0,generate|orb|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,THUNDER,雷霆,Thunder,defect,能力,罕见,1,D,同版本社区数据给出的基础档位为 D。效果重点是“每当你[gold]激发闪电[/gold]充能球时，对被命中的敌人造成6点伤害。”；收益依赖触发条件，条件不成立时容易成为低效抽牌。,当前充能球类型和槽位支持该效果时,牌组无法稳定满足其触发条件时|球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,46,medium,46,25683,35.5,,0,orb|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,COOLHEADED,冷静头脑,Coolheaded,defect,技能,普通,1,D,同版本社区数据给出的基础档位为 D。主要价值是抽 1 张牌、生成额外资源。,牌组需要加速循环、寻找核心牌时|当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,47,medium,47,35843,35.7,,0,draw|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,COOLANT,冷却剂,Coolant,defect,能力,稀有,1,B,同版本社区数据给出的基础档位为 B。效果重点是“在你的回合开始时，你每有一种不同的充能球，就获得2点[gold]格挡[/gold]。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,71,medium,71,7662,42.9,,0,orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,HELIX_DRILL,螺旋钻击,Helix Drill,defect,攻击,稀有,0,S,同版本社区数据给出的基础档位为 S。主要价值是3 点总伤害。,需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,90,medium,90,5866,48.7,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MODDED,模组改造,Modded,defect,技能,稀有,0,B,同版本社区数据给出的基础档位为 B。主要价值是抽 1 张牌。,牌组需要加速循环、寻找核心牌时|当前充能球类型和槽位支持该效果时|需要低成本提升当回合行动密度时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,70,medium,70,15365,42.7,,0,draw|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SCAVENGE,内存清理,Scavenge,defect,技能,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是获得 2 点能量。,手牌充足但能量限制展开时|已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,64,medium,64,9805,40.9,,0,energy|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,TURBO,内核加速,TURBO,defect,技能,普通,0,C,同版本社区数据给出的基础档位为 C。主要价值是获得 2 点能量。,手牌充足但能量限制展开时|需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,58,medium,58,29603,39.1,,0,energy,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ENERGY_SURGE,能量涌动,Energy Surge,defect,技能,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是获得 2 点能量。,手牌充足但能量限制展开时|已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,85,medium,85,19215,47.1,,0,energy|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BIASED_COGNITION,偏差认知,Biased Cognition,defect,能力,先古,1,C,同版本社区数据给出的基础档位为 C。主要价值是提供长线成长；打出当回合缺少直接攻防，短战需要权衡启动损失。,即将面对精英、Boss 或其他长战时,当前更需要立即解决走廊战而不是长线成长时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,56,medium,56,1289,38.5,,0,scaling,
v0.107.1,stable,2026-09-07T12:01:05.113Z,DARKNESS,漆黑,Darkness,defect,技能,罕见,1,D,同版本社区数据给出的基础档位为 D。主要价值是生成额外资源。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,38,medium,38,12895,33.1,,0,generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BOOT_SEQUENCE,启动流程,Boot Sequence,defect,技能,罕见,0,C,同版本社区数据给出的基础档位为 C。主要价值是10 点格挡。,牌组防御密度不足或需要处理爆发回合时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,54,medium,54,23285,38,,0,block|exhaust|innate,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FIGHT_THROUGH,强撑,Fight Through,defect,技能,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是13 点格挡。,牌组防御密度不足或需要处理爆发回合时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,58,medium,58,13919,39,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BALL_LIGHTNING,球状闪电,Ball Lightning,defect,攻击,普通,1,F,同版本社区数据给出的基础档位为 F。主要价值是7 点总伤害、生成额外资源。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,23,medium,23,30860,28.5,,0,damage|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,HOLOGRAM,全息影像,Hologram,defect,技能,普通,1,C,同版本社区数据给出的基础档位为 C。主要价值是3 点格挡。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,54,medium,54,39787,38,,0,block|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,HOTFIX,热修复,Hotfix,defect,技能,普通,0,D,同版本社区数据给出的基础档位为 D。主要价值是提供长线成长。,即将面对精英、Boss 或其他长战时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,当前更需要立即解决走廊战而不是长线成长时|长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,35,medium,35,31204,32.3,,0,scaling|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SYNTHESIS,人工合成,Synthesis,defect,攻击,罕见,2,C,同版本社区数据给出的基础档位为 C。主要价值是14 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,53,medium,53,8805,37.7,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FLAK_CANNON,散射炮,Flak Cannon,defect,攻击,稀有,2,S,同版本社区数据给出的基础档位为 S。主要价值是8 点总伤害。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,91,medium,91,9791,48.9,,0,damage|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,UPROAR,骚动,Uproar,defect,攻击,普通,2,D,同版本社区数据给出的基础档位为 D。主要价值是12 点总伤害且能利用多段触发。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,38,medium,38,13696,33.2,,0,damage|draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SWEEPING_BEAM,扫荡射线,Sweeping Beam,defect,攻击,普通,1,F,同版本社区数据给出的基础档位为 F。主要价值是6 点总伤害、抽 1 张牌、覆盖多目标。,即将面对多目标战斗或召唤型敌人时|牌组需要加速循环、寻找核心牌时,抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,32,medium,32,19625,31.1,,0,damage|draw|aoe,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ADAPTIVE_STRIKE,适应打击,Adaptive Strike,defect,攻击,稀有,2,C,同版本社区数据给出的基础档位为 C。主要价值是18 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,58,medium,58,8698,39.2,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,DOUBLE_ENERGY,双倍能量,Double Energy,defect,技能,罕见,1,C,同版本社区数据给出的基础档位为 C。效果重点是“将你的能量翻倍。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,55,medium,55,18811,38.3,,0,exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,DUALCAST,双重释放,Dualcast,defect,技能,基础,1,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“[gold]激发[/gold]你最右侧的充能球两次。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|当前充能球类型和槽位支持该效果时,把它当成普通奖励牌与可选卡直接横向比较时|球槽、集中或目标球类型与它不匹配时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,QUADCAST,四重释放,Quadcast,defect,技能,先古,1,F,同版本社区数据给出的基础档位为 F。效果重点是“[gold]激发[/gold]你最右侧的充能球4次。”。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,20,medium,20,5064,27.5,,0,orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,DEFRAGMENT,碎片整理,Defragment,defect,能力,稀有,1,B,同版本社区数据给出的基础档位为 B。主要价值是提供长线成长；打出当回合缺少直接攻防，短战需要权衡启动损失。,即将面对精英、Boss 或其他长战时,当前更需要立即解决走廊战而不是长线成长时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,72,medium,72,15345,43.4,,0,scaling,
v0.107.1,stable,2026-09-07T12:01:05.113Z,TESLA_COIL,特斯拉线圈,Tesla Coil,defect,攻击,罕见,0,D,同版本社区数据给出的基础档位为 D。主要价值是3 点总伤害。,当前充能球类型和槽位支持该效果时|需要低成本提升当回合行动密度时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,40,medium,40,19288,33.7,,0,damage|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SYNCHRONIZE,同步,Synchronize,defect,技能,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是提供长线成长。,即将面对精英、Boss 或其他长战时|已有消耗触发收益或需要战中压缩牌组时|当前充能球类型和槽位支持该效果时,当前更需要立即解决走廊战而不是长线成长时|长战需要重复使用它且没有回收手段时|球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,51,medium,51,9851,36.9,,0,scaling|exhaust|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,CONSUMING_SHADOW,吞噬暗影,Consuming Shadow,defect,能力,稀有,2,C,同版本社区数据给出的基础档位为 C。主要价值是生成额外资源；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,54,medium,54,6545,38,,0,generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ALL_FOR_ONE,万物一心,All for One,defect,攻击,稀有,2,S,同版本社区数据给出的基础档位为 S。主要价值是10 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,90,medium,90,11781,48.7,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,GUNK_UP,污秽攻击,Gunk Up,defect,攻击,普通,1,D,同版本社区数据给出的基础档位为 D。主要价值是12 点总伤害且能利用多段触发。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,43,medium,43,17526,34.7,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SIGNAL_BOOST,信号增强,Signal Boost,defect,技能,稀有,1,B,同版本社区数据给出的基础档位为 B。效果重点是“你的下一张能力牌会额外打出一次。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,77,medium,77,13034,44.7,,0,exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SPINNER,旋转工艺,Spinner,defect,能力,稀有,1,C,同版本社区数据给出的基础档位为 C。主要价值是生成额外资源；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,64,medium,64,11043,40.8,,0,generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,LOOP,循环,Loop,defect,能力,罕见,1,D,同版本社区数据给出的基础档位为 D。效果重点是“在你的回合开始时，触发你最右侧的一个充能球的被动能力。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,41,medium,41,23857,34,,0,orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,COMPACT,压缩,Compact,defect,技能,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是6 点格挡。,当前牌组确实缺少这张技能提供的功能时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,61,medium,61,19852,40,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SMOKESTACK,烟囱,Smokestack,defect,能力,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是覆盖多目标、生成额外资源；收益依赖触发条件，条件不成立时容易成为低效抽牌。,即将面对多目标战斗或召唤型敌人时,牌组无法稳定满足其触发条件时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,56,medium,56,12936,38.6,,0,aoe|generate|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,GO_FOR_THE_EYES,眼部攻击,Go for the Eyes,defect,攻击,普通,0,D,同版本社区数据给出的基础档位为 D。主要价值是3 点总伤害、提供弱化或控制；收益依赖触发条件，条件不成立时容易成为低效抽牌。,敌人关键回合可被虚弱、易伤或降力量缓解时|需要低成本提升当回合行动密度时,牌组无法稳定满足其触发条件时,,Spire Codex community data,community-data+synthesis,45,medium,45,35120,35.3,,0,damage|control|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FERAL,野性,Feral,defect,能力,罕见,2,C,同版本社区数据给出的基础档位为 C。效果重点是“你每回合打出的第一张 耗能为0[energy:1]的攻击牌， 会放回你的[gold]手牌[/gold]。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前牌组确实缺少这张能力提供的功能时,短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,58,medium,58,20703,39.2,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,GENETIC_ALGORITHM,遗传算法,Genetic Algorithm,defect,技能,稀有,1,C,同版本社区数据给出的基础档位为 C。主要价值是1 点格挡。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,57,medium,57,10178,38.9,,0,block|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,IGNITION,引火,Ignition,defect,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。主要价值是生成额外资源。,已有消耗触发收益或需要战中压缩牌组时|当前充能球类型和槽位支持该效果时,长战需要重复使用它且没有回收手段时|球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,96,medium,96,7725,50.5,,0,exhaust|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,LIGHTNING_ROD,引雷针,Lightning Rod,defect,技能,普通,1,F,同版本社区数据给出的基础档位为 F。主要价值是4 点格挡、生成额外资源。,当前充能球类型和槽位支持该效果时,球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,33,medium,33,41397,31.5,,0,block|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,METEOR_STRIKE,陨石打击,Meteor Strike,defect,攻击,稀有,5,B,同版本社区数据给出的基础档位为 B。主要价值是24 点总伤害、生成额外资源；费用较高，必须确认当前能量和启动速度能够承受。,第一章或当前牌组缺少前置伤害时|当前充能球类型和槽位支持该效果时,基础能量不足且没有减费、回能或保留支持时|球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,77,medium,77,5721,44.9,,0,damage|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,CLAW,爪击,Claw,defect,攻击,普通,0,F,同版本社区数据给出的基础档位为 F。主要价值是3 点总伤害、提供长线成长。,即将面对精英、Boss 或其他长战时|已有同名牌、检索或高频循环，能反复兑现成长时|需要低成本提升当回合行动密度时,当前更需要立即解决走廊战而不是长线成长时|牌组没有同名牌支持，也不准备围绕它持续拿牌时,,Spire Codex community data,community-data+synthesis,32,medium,32,33916,31.2,,0,damage|scaling|repeat_copy,
v0.107.1,stable,2026-09-07T12:01:05.113Z,REFRACT,折射,Refract,defect,攻击,罕见,3,F,同版本社区数据给出的基础档位为 F。主要价值是18 点总伤害且能利用多段触发、生成额外资源；费用较高，必须确认当前能量和启动速度能够承受。,第一章或当前牌组缺少前置伤害时|当前充能球类型和槽位支持该效果时,基础能量不足且没有减费、回能或保留支持时|球槽、集中或目标球类型与它不匹配时,,Spire Codex community data,community-data+synthesis,33,medium,33,10445,31.5,,0,damage|generate|orb,
v0.107.1,stable,2026-09-07T12:01:05.113Z,REBOOT,重启,Reboot,defect,技能,稀有,0,A,同版本社区数据给出的基础档位为 A。主要价值是抽 4 张牌。,牌组需要加速循环、寻找核心牌时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,88,medium,88,10472,48.3,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SUBROUTINE,子程序,Subroutine,defect,能力,罕见,1,C,同版本社区数据给出的基础档位为 C。效果重点是“当你打出一张能力牌时，获得[energy:1]。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前牌组确实缺少这张能力提供的功能时,短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,64,medium,64,25492,40.8,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,WHISTLE,吹哨,Whistle,event,攻击,先古,3,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“造成33点伤害。 [gold]击晕[/gold]该敌人。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|第一章或当前牌组缺少前置伤害时|已有消耗触发收益或需要战中压缩牌组时,把它当成普通奖励牌与可选卡直接横向比较时|基础能量不足且没有减费、回能或保留支持时|长战需要重复使用它且没有回收手段时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,damage|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,REBOUND,弹回,Rebound,event,攻击,事件,1,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“造成9点伤害。 将你在本回合打出的下一张牌放置到你的[gold]抽牌堆[/gold]顶部。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,damage|draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,STACK,堆栈,Stack,event,技能,事件,1,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“获得等量于与你当前[gold]弃牌堆[/gold]中牌数的[gold]格挡[/gold]值。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,RELAX,放松,Relax,event,技能,先古,3,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“获得15点[gold]格挡[/gold]。 下个回合，抽2张牌并获得[energy:2]。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|牌组防御密度不足或需要处理爆发回合时|牌组需要加速循环、寻找核心牌时|手牌充足但能量限制展开时,把它当成普通奖励牌与可选卡直接横向比较时|基础能量不足且没有减费、回能或保留支持时|长战需要重复使用它且没有回收手段时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,block|draw|energy|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FEEDING_FRENZY,疯狂进食,Feeding Frenzy,event,技能,事件,0,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“在本回合内获得5点[gold]力量[/gold]。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|即将面对精英、Boss 或其他长战时|需要低成本提升当回合行动密度时,把它当成普通奖励牌与可选卡直接横向比较时|当前更需要立即解决走廊战而不是长线成长时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,scaling|strength,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MAD_SCIENCE,疯狂科学,Mad Science,event,攻击,事件,1,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“造成12点伤害。 ？？？”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|第一章或当前牌组缺少前置伤害时|牌组防御密度不足或需要处理爆发回合时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,damage|block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ENTRENCH,巩固,Entrench,event,技能,事件,2,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“将你当前的[gold]格挡[/gold]翻倍。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,TORIC_TOUGHNESS,坚韧之环,Toric Toughness,event,技能,事件,2,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“获得5点[gold]格挡[/gold]。 在接下来的2个回合开始时，获得5点[gold]格挡[/gold]。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,CLASH,交锋,Clash,event,攻击,事件,0,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“只有在[gold]手牌[/gold]中每一张牌都是攻击牌时才能被打出。 造成14点伤害。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|第一章或当前牌组缺少前置伤害时|需要低成本提升当回合行动密度时,把它当成普通奖励牌与可选卡直接横向比较时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ENLIGHTENMENT,开悟,Enlightenment,event,技能,事件,0,N/A,缺少同版本社区样本和高手 Tier 记录。它的特殊效果是“在这个回合，你当前[gold]手牌[/gold]中所有牌的耗能降低至1。”；它不是常规战后奖励牌，不能按普通拿取率直接比较。,通过对应事件、生成效果或特殊规则获得它时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,把它当成普通奖励牌与可选卡直接横向比较时|长战需要重复使用它且没有回收手段时,,GameBuddy mechanics synthesis,mechanics-synthesis,,low,,,,,0,exhaust,
